"","Father_A","Father_B","Father_C","Mother_A","Mother_B","Mother_C","D21_A","D21_B","D21_C","T21_A","T21_B","T21_C"
"NM_002784",0,0,2,0,0,0,0,0,0,0,2,0
"NM_001301707",0,0,1,0,0,0,0,0,0,0,2,0
"NM_002250",661,1505,1288,384,1072,232,495,643,250,754,1299,586
"NM_001301708",0,0,2,0,0,0,0,0,0,0,2,0
"NM_014297",308,580,657,149,378,92,264,339,164,398,621,372
"NM_001005376",24,78,145,13,44,12,26,23,7,78,80,48
"NM_014518",21,20,65,52,57,5,19,5,2,117,79,5
"NM_001294",583,463,1170,439,487,307,517,280,297,903,455,624
"NM_001282176",552,402,1138,416,433,290,492,242,275,862,402,596
"NM_001282175",550,402,1140,417,433,290,492,240,275,864,402,597
"NM_004234",209,137,477,195,163,52,276,130,148,238,133,143
"NR_103551",26,22,70,69,64,5,22,8,2,129,92,5
"NM_001146220",145,157,347,124,130,34,210,81,97,182,157,125
"NM_001319088",246,262,683,264,263,82,308,180,129,276,290,256
"NM_001319090",213,219,654,249,229,77,288,158,120,265,241,230
"NM_001032374",166,184,368,139,158,39,229,96,106,198,195,146
"NM_015919",127,143,338,123,120,34,205,72,95,180,145,121
"NM_001032373",209,219,650,249,229,77,288,152,120,260,239,230
"NM_016444",229,243,703,267,243,79,311,170,122,273,247,243
"NM_001032372",212,213,656,244,212,74,288,146,113,248,228,225
"NM_001278510",21,19,54,49,46,5,18,2,2,115,66,5
"NM_001319089",227,233,659,250,238,77,290,161,120,262,251,234
"NM_138568",2,0,4,0,2,5,0,1,3,3,0,1
"NR_147902",744,1330,1986,542,1192,302,645,656,309,942,1062,685
"NM_001310124",0,3,4,1,1,2,0,1,0,3,0,1
"NM_001193268",851,1551,2131,640,1368,355,775,754,363,1099,1277,765
"NM_177417",1,0,4,1,0,0,0,0,0,0,0,1
"NR_147903",694,1281,1883,512,1170,293,643,635,278,901,1057,611
"NM_001352052",828,1486,2120,617,1315,342,738,722,356,1067,1216,754
"NM_001267723",145,184,336,90,161,54,151,120,69,200,179,145
"NR_147900",757,1376,2012,575,1257,324,711,685,308,991,1166,662
"NM_001352053",831,1486,2122,617,1317,342,735,726,356,1069,1218,760
"NM_012155",764,1316,1973,549,1179,308,679,635,334,959,1149,688
"NM_001193269",854,1551,2133,640,1370,355,772,758,363,1101,1279,771
"NR_147899",741,1330,1983,542,1190,302,645,652,309,939,1060,679
"NM_001352054",773,1387,1978,569,1269,316,682,665,339,973,1154,705
"NM_001352051",537,952,1543,420,855,224,533,462,240,718,760,524
"NR_147901",734,1311,2001,552,1204,311,674,653,301,959,1105,651
"NM_001370551",1,7,1,2,8,0,5,3,0,3,7,1
"NR_040042",0,0,0,0,2,0,0,0,0,0,0,0
"NR_040041",0,3,0,0,1,0,6,0,3,0,0,0
"NM_004491",1497,955,2448,1283,1155,706,1423,525,607,1697,869,1165
"NM_001205281",1,10,3,2,10,0,2,2,0,6,15,3
"NM_001363873",2,10,3,2,10,0,6,3,0,6,17,3
"NM_001370550",0,8,1,2,10,0,1,1,0,4,6,1
"NM_003706",67,107,258,218,145,91,175,42,59,141,121,142
"NM_001128326",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001159322",63,101,248,204,132,87,173,46,50,125,119,132
"NM_000554",2,0,1,0,2,1,0,0,1,1,0,1
"NM_015063",1,1,12,2,0,1,4,0,1,2,0,3
"NM_001159323",69,109,262,219,150,93,180,49,59,145,125,143
"NM_001736",25,17,43,2,1,1,0,1,4,6,4,2
"NM_001204160",226,231,528,164,227,72,172,136,86,257,233,233
"NM_001204159",277,303,583,185,304,87,209,187,119,308,334,294
"NM_001204158",214,208,487,150,215,63,178,122,85,240,224,204
"NM_003323",20,23,54,23,47,13,7,42,25,23,43,25
"NM_012451",3,2,6,0,0,0,0,0,3,1,2,0
"NM_002152",0,0,2,0,0,1,0,0,0,0,0,1
"NM_020126",265,278,568,179,274,78,203,152,109,292,305,275
"NM_001243876",194,190,424,135,194,60,128,90,77,222,197,181
"NM_001080434",10,12,31,7,7,5,1,12,7,16,23,9
"NM_001352262",92,249,254,48,130,50,111,121,44,104,194,92
"NM_025129",90,248,250,48,130,47,106,121,43,101,194,89
"NM_001171937",70,181,185,31,88,26,75,89,25,68,133,73
"NR_138096",0,2,14,0,2,0,0,1,0,0,1,2
"NR_033269",72,189,202,31,90,30,78,93,25,74,140,77
"NM_001363663",80,195,223,44,109,37,96,86,39,75,150,71
"NM_144688",2,6,14,9,15,8,4,12,3,10,17,5
"NM_004533",24,28,73,185,411,57,48,41,19,325,412,516
"NM_001648",0,0,0,0,0,0,0,0,0,0,0,0
"NM_002975",1,1,8,1,3,0,1,3,2,1,3,3
"NM_001030048",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001030047",0,0,0,0,0,0,0,0,0,0,0,0
"NM_014650",162,137,588,195,176,43,215,158,119,198,210,186
"NM_001322285",149,130,572,184,159,42,208,142,109,189,193,183
"NM_001322284",148,129,570,184,159,42,207,142,109,189,193,183
"NM_001297624",111,97,597,223,156,48,104,49,63,167,121,163
"NM_001297625",109,79,613,218,168,44,104,47,60,167,128,161
"NM_023074",228,203,453,242,276,47,165,151,94,234,199,171
"NM_001102657",106,86,310,128,123,36,92,42,52,108,89,139
"NM_144684",152,154,696,249,233,60,159,75,69,226,170,186
"NM_138374",142,238,695,238,248,53,196,213,154,223,253,223
"NR_073396",27,25,92,122,104,31,92,56,54,30,32,30
"NM_001202473",122,120,316,68,81,40,113,72,70,121,138,116
"NM_001322136",597,442,1969,807,500,202,1089,387,486,859,561,888
"NM_001102603",612,479,1989,827,563,210,1130,413,492,882,601,900
"NM_001322128",611,474,1992,818,540,213,1134,410,492,866,563,892
"NM_001322129",605,461,1982,819,528,213,1114,396,478,864,604,881
"NM_001322130",663,503,2064,864,593,230,1211,430,525,927,639,931
"NM_001322132",584,448,1950,812,515,205,1086,389,466,846,572,869
"NM_001322133",592,450,1961,813,519,207,1097,392,471,851,581,871
"NM_001322134",620,481,2000,828,567,212,1141,416,497,887,610,902
"NM_001322135",563,442,1924,781,499,197,1063,381,453,822,547,853
"NM_001322137",656,493,2041,855,579,226,1164,422,520,918,605,934
"NM_001322138",625,477,2001,816,541,217,1115,409,499,876,561,907
"NM_001322139",706,518,2087,886,596,239,1191,440,561,975,612,964
"NM_033288",581,463,1949,788,525,201,1081,400,471,840,557,873
"NM_198893",593,474,1968,798,535,204,1115,407,484,863,573,886
"NM_001321522",135,226,682,231,243,51,195,205,150,204,242,223
"NM_001321523",135,226,682,229,240,50,194,205,150,204,240,220
"NM_001321524",135,226,682,229,243,51,194,205,150,204,240,220
"NM_001202457",129,212,525,182,222,53,191,151,122,162,297,175
"NM_001322125",127,71,344,93,80,33,154,77,85,112,54,107
"NM_001202456",134,223,530,182,231,53,198,156,129,168,305,176
"NM_001322131",633,492,2021,834,577,218,1158,420,504,901,633,912
"NM_001031665",135,221,533,185,229,53,199,159,125,181,315,184
"NM_001322126",163,84,395,130,118,44,214,92,110,158,101,136
"NM_001020820",314,68,773,358,57,164,180,30,83,714,88,480
"NM_001290188",323,70,777,361,59,170,181,30,83,728,88,496
"NM_001290191",308,67,775,354,57,161,180,30,83,709,87,480
"NM_001290192",321,68,787,359,57,165,180,30,83,730,89,485
"NM_001290194",295,65,749,343,52,153,175,28,80,675,85,458
"NM_145814",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001020818",331,72,781,366,63,169,190,31,84,739,87,507
"NM_001290189",332,76,784,371,66,171,190,31,86,745,88,511
"NM_001290190",315,71,774,358,59,163,180,31,83,715,92,481
"NR_102308",0,0,0,0,0,0,0,0,0,0,0,0
"NM_031897",0,0,1,0,0,0,0,0,0,0,0,0
"NM_145815",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001020821",314,69,774,358,57,163,181,30,83,718,87,480
"NM_138373",321,68,786,359,57,165,180,30,83,730,89,485
"NM_001290193",314,68,773,358,57,163,180,30,83,714,89,480
"NM_001020819",331,72,791,362,59,171,181,30,83,750,89,505
"NM_001161440",3,0,2,0,0,0,4,0,0,0,0,0
"NM_002842",3,0,2,0,0,0,4,0,0,0,0,0
"NM_032430",9,11,43,7,14,6,22,28,10,11,18,19
"NM_001291701",0,0,1,0,0,0,0,0,0,0,0,0
"NM_138412",78,165,184,46,125,35,136,125,46,118,155,101
"NM_001291700",0,0,0,0,0,0,0,0,0,0,0,0
"NR_110737",0,0,0,0,0,0,0,0,0,0,0,0
"NR_110738",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001360171",0,0,1,0,0,0,0,0,0,0,0,0
"NM_014513",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001291696",0,0,1,0,0,0,0,0,0,0,0,0
"NM_012312",0,0,1,0,0,0,0,0,0,0,0,0
"NM_001145971",97,196,194,49,139,37,145,149,48,126,175,107
"NR_027382",114,221,218,65,149,45,171,172,60,148,193,126
"NM_001291695",0,0,1,0,0,0,0,0,0,0,0,0
"NM_014512",0,0,0,0,0,0,0,0,0,0,0,0
"NR_027381",102,204,210,56,143,40,151,159,57,133,185,118
"NM_012313",0,0,1,0,0,0,0,0,0,0,0,0
"NM_176811",0,1,3,1,0,0,0,0,2,1,0,1
"NM_145007",1,17,46,13,10,1,2,4,1,4,10,12
"NM_001322064",48,70,124,32,78,20,79,44,12,65,82,48
"NM_001322065",45,67,115,29,74,19,77,41,12,61,74,41
"NM_001317000",0,0,3,1,0,0,0,0,2,0,0,1
"NM_001322062",23,46,79,14,39,14,53,23,7,32,51,22
"NM_024303",27,54,91,16,46,15,55,27,7,47,62,28
"NM_001322066",62,81,120,38,76,21,92,48,12,82,80,55
"NM_001322067",42,54,106,27,52,19,56,36,9,55,63,35
"NM_001322068",44,57,115,30,56,19,62,38,9,59,71,42
"NM_001322070",60,78,111,35,71,21,86,46,12,77,72,48
"NM_001322075",60,76,117,37,73,20,92,46,12,71,76,55
"NM_001322076",58,73,108,34,68,20,86,44,12,66,68,48
"NM_001322072",26,51,81,11,42,13,52,25,8,42,58,22
"NR_036521",3,1,2,2,8,1,0,0,0,45,45,14
"NR_036522",3,1,2,1,5,1,0,0,0,35,33,11
"NM_134444",15,43,72,2,4,4,20,6,3,4,0,2
"NM_001322074",45,62,119,30,67,18,66,39,8,50,71,46
"NM_001322073",42,59,110,27,63,17,64,36,8,46,63,39
"NM_001322078",38,47,86,27,67,17,37,33,11,49,58,32
"NM_001322061",43,59,114,28,63,18,64,36,8,46,63,40
"NM_001322077",39,50,86,27,69,17,37,34,11,50,58,32
"NM_001002836",161,800,418,103,587,58,105,503,78,235,598,151
"NR_136528",53,46,152,56,52,27,50,10,55,48,44,79
"NR_136529",40,36,135,41,39,23,36,9,50,37,26,60
"NM_153263",188,128,465,190,175,62,244,128,84,232,165,163
"NM_001199295",202,141,475,202,189,64,268,133,84,243,170,168
"NM_001317030",186,225,609,218,202,60,146,75,72,211,178,158
"NM_001321117",150,135,296,87,122,64,150,71,69,171,88,108
"NM_133460",207,241,644,235,209,66,163,83,76,236,188,177
"NM_001317027",232,262,704,259,229,75,178,89,91,257,199,193
"NM_001164529",3,1,4,5,8,1,0,0,0,6,6,3
"NM_001164530",1,2,7,3,9,0,0,0,0,6,1,5
"NM_001289402",3,4,7,5,10,1,0,0,0,8,6,5
"NM_007134",3,3,7,6,10,1,0,1,0,8,6,5
"NM_001278734",442,445,1104,343,389,166,383,263,180,448,434,367
"NM_016324",336,310,948,264,287,131,307,162,127,355,300,262
"NM_016325",370,360,1016,289,325,142,351,198,152,386,338,314
"NR_144444",56,83,73,24,50,18,46,37,14,36,69,20
"NM_133502",436,435,1095,334,376,162,381,251,172,440,425,363
"NM_001289401",3,4,7,5,10,1,0,0,0,8,6,5
"NM_001321116",157,139,292,85,126,66,152,73,74,177,87,112
"NM_001317029",206,227,621,236,200,62,160,81,73,228,179,172
"NM_001317028",211,240,636,242,208,65,167,82,74,239,186,182
"NM_003436",3,3,7,6,10,1,0,1,0,8,6,5
"NM_181846",160,145,297,88,132,66,152,80,74,178,91,113
"NR_033266",373,309,577,257,294,156,306,166,163,267,236,330
"NM_001005240",0,0,0,0,1,0,0,0,0,0,0,0
"NR_028324",392,40,656,100,14,58,228,26,141,150,13,170
"NM_016585",0,0,12,0,0,0,0,0,1,3,0,2
"NM_017550",231,193,768,141,133,68,177,114,166,298,176,235
"NM_177543",3,8,8,3,1,1,5,0,2,3,14,11
"NM_177526",3,8,6,3,1,1,5,0,2,3,13,13
"NM_199202",0,0,12,0,0,0,0,0,1,3,0,2
"NM_001346105",214,176,746,129,114,64,172,106,159,272,151,226
"NM_003712",3,9,6,3,1,1,5,0,2,3,13,13
"NM_130762",0,0,0,0,0,0,0,0,0,0,0,0
"NM_012435",0,0,1,0,0,0,2,0,0,0,1,2
"NM_001136263",0,10,0,0,1,0,0,0,0,0,4,0
"NM_130760",0,0,1,0,0,0,0,0,0,0,0,0
"NM_033513",40,280,95,37,294,12,27,162,14,73,341,51
"NM_182577",1,0,2,0,0,0,0,0,0,0,0,0
"NM_005317",1,1,1,0,2,0,0,0,1,1,1,0
"NM_001194",6,6,29,1,3,3,8,5,17,5,5,9
"NM_005035",483,849,1226,407,824,246,419,632,349,658,863,565
"NM_001728",1756,3312,4577,1144,2829,825,1731,2163,1194,2760,3782,2992
"NM_001322243",1524,2797,4273,958,2392,712,1497,1795,1023,2428,3228,2566
"NM_001258351",1,1,1,0,2,0,0,0,1,1,1,0
"NM_020637",0,0,0,1,0,0,0,0,0,0,0,0
"NM_001300812",1,3,0,0,0,0,0,0,3,0,0,0
"NM_004359",277,759,773,116,336,63,92,250,76,324,645,278
"NM_198591",1318,2113,3661,839,1717,617,1300,1334,901,2021,2303,2149
"NM_198590",1483,3205,4138,955,2071,697,1486,2038,1023,2321,3597,2460
"NM_198589",1739,3284,4534,1129,2820,812,1724,2148,1174,2740,3760,2943
"NM_001040134",27,37,48,6,11,9,5,8,10,28,42,24
"NM_002579",29,37,51,7,11,11,5,8,10,32,42,26
"NM_214710",0,0,0,0,1,2,0,0,1,0,0,0
"NM_001308209",0,0,0,0,1,2,0,0,1,0,0,0
"NM_173481",0,0,3,0,0,0,0,0,1,0,0,0
"NM_005860",329,710,933,773,1753,430,419,451,164,783,1127,471
"NR_135168",0,0,1,0,0,0,0,0,1,0,0,0
"NM_005481",437,652,1074,333,668,219,359,381,239,587,542,457
"NM_031990",2811,3271,4746,1862,3028,1210,2257,1827,1169,3592,2589,2415
"NM_031991",2764,3177,4680,1832,2943,1182,2194,1808,1136,3512,2552,2344
"NM_001317335",4,5,14,3,5,1,0,0,0,0,3,2
"NM_001700",1,1,0,0,0,0,0,0,1,0,0,2
"NM_002819",2962,3466,4929,1971,3220,1264,2376,1912,1248,3789,2723,2547
"NR_039900",0,0,7,2,0,0,0,0,0,0,0,0
"NM_024888",0,3,5,1,0,0,0,0,0,0,0,0
"NR_036154",1,0,2,0,0,1,0,1,2,0,0,0
"NM_002777",0,0,0,0,0,0,0,0,0,0,0,0
"NM_138774",736,862,1491,521,746,215,546,471,288,983,674,602
"NM_001928",4,5,14,3,5,1,0,0,0,0,3,2
"NM_001972",0,0,2,0,0,0,0,0,0,0,0,0
"NM_001270366",0,3,5,1,0,0,0,0,0,0,0,0
"NM_033420",826,1109,2110,539,1071,372,709,644,412,945,888,827
"NM_001303499",1727,2653,3428,1232,3020,897,1459,1251,679,2421,2077,1340
"NM_024100",318,595,516,226,750,126,255,589,176,496,908,374
"NM_004368",2076,3200,3738,1469,3747,1024,1672,1562,769,2902,2593,1654
"NM_001303501",2086,3286,3797,1479,3796,1049,1673,1604,776,2916,2700,1679
"NM_201277",1626,2240,3266,1123,2417,806,1338,1144,624,2185,1616,1258
"NM_138690",0,7,2,0,0,3,1,2,1,1,0,1
"NM_005224",1827,1848,4635,1582,1480,771,1779,823,945,2615,1384,1903
"NM_001033026",940,1259,2257,639,1229,424,872,730,466,1093,1009,952
"NM_001316324",576,921,1405,502,1012,277,525,543,268,852,958,558
"NM_001282335",1732,3872,4356,1439,4294,885,1276,2313,820,2133,3614,1790
"NM_002695",839,1449,1784,672,1634,380,741,859,359,1237,1522,804
"NM_001316323",575,915,1392,497,1005,276,523,537,266,852,953,551
"NM_001321232",1922,4441,4746,1571,4995,967,1327,2617,882,2371,4144,1975
"NM_001282334",1482,2899,3892,1256,3153,737,1134,1805,698,1839,2670,1582
"NM_001100122",478,825,1310,296,595,198,278,369,239,617,702,491
"NM_001039847",1551,3531,4602,1351,3175,732,1383,2215,894,1843,2838,1601
"NM_001258328",1880,4339,4699,1550,4882,943,1317,2553,864,2323,4044,1946
"NM_012292",1988,4670,4866,1612,5293,976,1419,2801,901,2447,4365,2022
"NM_014963",514,880,1470,332,625,228,355,408,260,668,733,530
"NM_001367832",1444,3237,4361,1239,2865,664,1257,1943,840,1689,2591,1474
"NM_002085",1469,3318,4427,1274,2928,685,1314,2023,870,1722,2693,1504
"NM_001039848",1207,2531,3865,965,2147,518,967,1501,692,1352,1969,1146
"NR_023313",1499,1906,3271,1145,2572,619,1314,1133,688,1664,1973,1153
"NR_023312",1876,3126,3984,1376,4146,762,1708,1645,842,2084,2984,1427
"NM_000455",605,1634,1347,500,1490,265,490,1015,290,796,1584,584
"NM_001300829",1921,4544,4194,1408,5506,776,1727,2522,860,2173,4475,1484
"NM_001687",465,441,1124,307,350,208,356,247,187,632,312,447
"NM_177401",675,318,1566,420,222,247,630,180,328,720,176,503
"NM_017914",173,469,453,134,263,61,142,280,89,226,287,143
"NR_027271",3,2,6,1,1,3,3,2,0,4,4,0
"NM_001405",1,0,3,1,1,0,1,0,3,1,0,1
"NM_152769",15,60,60,4,2,4,10,16,8,17,17,21
"NM_001300815",513,2966,1602,323,3578,200,498,1577,218,598,2724,395
"NM_001280",1244,2584,2601,893,3529,480,1031,1223,459,1470,2468,856
"NM_001001975",379,329,970,207,245,152,249,191,150,475,234,348
"NM_001363602",255,947,804,205,789,115,192,488,144,355,847,278
"NM_001369792",490,433,1015,441,431,229,355,205,167,619,471,426
"NM_001369791",419,360,794,323,321,188,317,181,142,539,386,335
"NM_001369793",443,443,962,409,429,220,335,205,155,605,466,389
"NM_018959",1099,1744,2109,843,1725,478,982,1021,457,1274,1601,953
"NM_032853",486,475,1022,432,451,240,364,216,164,664,513,424
"NM_000156",58,116,143,40,176,49,34,98,20,134,206,72
"NM_001018",4976,7704,10564,3552,6948,1594,3899,4348,1972,6629,5375,3888
"NM_170711",1103,1749,2126,844,1746,484,991,1036,473,1280,1608,962
"NM_024407",236,858,691,183,775,104,172,477,131,340,843,250
"NM_001352033",974,1543,1984,780,1513,421,859,909,419,1122,1448,883
"NM_001352034",1010,1609,2045,779,1576,453,932,932,441,1201,1383,908
"NM_001352035",877,1291,1827,610,1272,368,802,781,372,964,1175,725
"NM_138924",14,81,115,18,111,31,16,62,12,57,124,34
"NM_001369797",114,89,270,91,82,51,66,33,26,140,109,76
"NM_001308226",4100,6134,9194,2859,5505,1301,3187,3349,1860,5348,4142,3228
"NM_001369796",122,108,277,94,90,52,66,33,27,142,116,76
"NM_001369790",500,480,1037,436,458,244,367,219,168,676,521,429
"NM_001369795",93,78,245,80,61,40,64,29,21,127,87,66
"NR_163148",101,70,209,77,64,34,51,24,22,99,84,57
"NM_001369789",494,493,1029,436,461,241,364,216,165,667,519,425
"NM_001369794",380,380,935,373,371,204,306,172,142,571,415,364
"NR_024247",505,480,1046,438,460,246,365,224,168,677,523,432
"NR_163149",153,85,254,118,75,48,88,26,36,138,96,94
"NM_152482",145,367,392,104,334,58,120,232,74,165,335,152
"NM_001174118",15,52,42,15,64,22,34,68,16,60,48,19
"NM_213604",1,2,2,0,1,1,0,0,0,1,1,0
"NM_138393",4,7,3,3,8,1,1,2,3,7,18,6
"NM_017573",9,26,22,10,12,4,27,17,20,21,19,18
"NM_001367197",1,2,0,0,1,1,0,0,0,0,1,0
"NM_001351273",28,8,94,22,1,13,11,5,17,44,12,27
"NM_001243079",3,4,11,1,0,0,0,1,3,5,7,4
"NM_001329556",4,7,3,3,8,1,1,2,3,7,20,6
"NM_005883",28,8,94,22,1,13,11,6,17,44,12,28
"NM_203304",17,59,47,25,74,25,35,75,18,66,54,26
"NM_001281453",571,1640,1144,434,1725,259,444,1137,265,801,2078,703
"NM_001351778",1215,1821,2691,800,1411,478,1148,1157,574,1359,1326,1035
"NM_001351779",2255,2805,4540,1470,2207,868,2107,1866,1189,2357,2114,1911
"NM_003200",2227,2771,4513,1485,2216,862,2148,1798,1182,2393,2146,1941
"NM_001281454",552,1563,1123,427,1652,251,434,1097,262,788,2010,676
"NM_001136139",1825,2446,3886,1197,1930,710,1725,1578,970,1950,1826,1594
"NM_006830",441,1218,962,316,1432,193,441,744,148,817,1182,331
"NM_138813",18,14,45,4,6,16,9,4,6,27,7,23
"NR_031730",0,0,3,0,0,0,0,0,0,0,0,0
"NR_152847",0,0,1,1,1,0,0,0,1,1,0,2
"NR_047593",18,16,48,4,6,17,5,4,6,27,7,21
"NM_001178002",21,14,39,3,4,11,9,5,6,25,4,19
"NM_001080488",1,1,4,2,1,2,1,2,5,3,3,3
"NM_031918",164,215,373,84,168,63,91,120,74,188,202,136
"NM_001329533",55,43,107,20,46,12,10,20,11,35,34,30
"NM_001329539",282,201,686,183,102,118,191,60,106,314,131,254
"NR_033400",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001329540",248,174,634,155,87,98,173,53,96,278,104,236
"NM_001130111",340,980,703,215,893,109,259,755,138,358,1034,283
"NM_031213",344,992,711,216,905,109,277,765,140,364,1042,294
"NM_138422",75,51,133,34,56,16,13,33,18,46,41,49
"NM_079834",328,228,718,190,123,123,219,66,119,352,158,279
"NM_017572",6054,13654,17493,4518,10052,2163,3651,4474,1717,11904,9969,4932
"NM_130807",6010,3858,11321,4088,2891,2367,4923,1699,2330,7940,2533,4640
"NM_199054",12880,21760,31379,10140,15709,4780,8231,7289,3944,25557,16860,10375
"NM_017797",700,1103,2034,402,670,275,521,574,389,728,661,551
"NM_001261826",2462,2391,4094,1807,2365,960,2173,1389,1094,3471,2443,2037
"NM_003938",2399,2183,4034,1769,2142,927,2119,1266,1052,3373,2200,1970
"NM_152988",248,253,539,205,248,131,189,173,132,343,239,293
"NM_001300836",65,319,196,52,230,46,47,160,28,86,253,68
"NR_031596",0,2,1,3,3,0,0,0,1,1,0,2
"NR_106847",6,6,4,0,4,1,6,5,2,1,5,4
"NR_036207",0,0,0,0,0,0,0,0,0,0,0,0
"NM_001077238",256,253,543,211,259,135,190,173,132,354,246,299
"NM_016199",392,823,771,265,1035,168,344,614,155,433,982,255
"NM_144616",0,4,0,4,1,2,14,47,19,4,16,4
"NM_001101391",1,2,2,2,11,2,13,4,1,5,4,2
"NM_001301020",3980,9841,9424,2861,8233,1469,4445,6156,1791,5413,8429,3759
"NM_007165",598,415,1636,379,298,277,496,219,366,731,262,648
"NM_000479",9,5,20,4,4,3,1,6,3,9,7,14
"NM_004152",4652,13256,10297,3279,11115,1709,5004,8041,2107,6266,11189,4394
"NM_018049",319,1123,777,295,967,174,399,626,137,569,1346,415
"NM_198532",0,0,5,3,6,1,10,4,4,3,0,1
"NM_012458",276,740,521,181,747,97,201,409,105,379,745,266
"NM_182973",0,10,11,2,3,0,4,0,0,8,6,2
"NR_106958",1,0,0,0,0,0,0,0,0,0,0,1
"NR_134931",5,14,2,7,7,1,0,6,1,1,15,0
"NM_032737",1825,3778,3217,1377,3453,705,1444,2032,758,2303,3362,1625
"NM_015675",1558,3383,4182,1017,2145,426,1007,1314,509,1666,2380,967
"NM_145173",7,7,11,2,7,3,11,11,3,6,4,1
"NM_213568",66,153,148,52,176,26,85,123,37,102,148,65
"NR_107004",0,0,0,1,0,0,0,4,0,0,0,0
"NM_144564",105,382,263,70,424,39,111,248,48,134,407,166
"NM_003021",677,1063,1480,482,1004,306,477,550,294,842,1021,590
"NM_001102651",42,61,159,80,112,35,84,56,65,73,55,53
"NM_001172775",54,52,131,89,102,32,112,69,104,75,86,61
"NM_152791",56,54,131,92,106,32,112,71,105,76,89,70
"NM_024967",2,1,0,1,3,1,1,0,1,4,2,0
"NM_001300843",0,1,0,0,0,0,0,0,0,1,0,0
"NM_003249",1076,3556,2800,1104,3975,587,921,2187,501,1405,3488,1262
"NR_145838",2,1,0,1,3,1,1,0,1,4,2,0
"NM_021217",101,83,193,60,78,33,38,55,43,91,100,78
"NM_024760",18,66,57,25,85,17,21,80,29,85,146,67
"NM_001319083",52,89,167,53,106,24,58,66,22,57,99,63
"NM_001143986",20,81,68,27,93,17,22,102,33,103,179,89
"NM_173480",49,95,167,53,112,24,58,72,22,56,112,68
"NR_138612",3,12,20,6,13,1,1,14,3,9,34,5
"NM_001130",2790,4141,6499,2009,3635,1190,2761,2035,1253,3933,3878,2751
"NM_002067",141,202,339,124,187,65,171,133,71,249,248,179
"NM_198970",2432,3330,6009,1819,2933,1018,2430,1648,1126,3480,3206,2494
"NM_198969",2529,3548,6208,1866,3133,1097,2526,1683,1142,3669,3364,2549
"NM_001321463",593,884,1151,367,888,250,418,551,252,695,895,556
"NM_003775",234,781,379,125,929,82,84,458,76,249,968,203
"NM_020170",613,956,1183,388,964,256,431,595,262,746,972,583
"NM_001136197",284,555,856,199,515,116,200,312,148,352,430,341
"NM_031304",111,388,232,67,284,36,84,196,43,127,252,106
"NM_016263",426,831,1154,307,786,182,344,475,230,532,718,498
"NM_001136198",375,708,996,272,647,153,308,387,202,465,612,432
"NM_001136503",3,2,16,10,11,0,7,1,3,6,7,11
"NM_001145165",109,385,232,67,271,36,84,189,41,126,250,106
"NM_201636",5,2,6,14,1,0,1,2,1,1,0,1
"NM_001135580",10,8,25,5,2,6,16,1,8,26,4,11
