"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Row.names.y","X","Chr","Start","End","Strand","Length","chr","start","end","name","score","strand","thickStart","thickEnd","itemRgb","blockCount","blockSizes","blockStarts","len","tssstart","tssend","bodystart","bodyend","controlgenes","controlgenes18","controlgenes19","controlgenes20","controlgenes21","controlgenes21shuffle","V2"
"6220","NM_001322047",98.1904441408689,-0.313400194127,0.257449193758499,-1.21732831846032,0.223479323978361,0.587090176078377,"NM_001322047",68054,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5553637;5585823;5590019;7048859;7081049;7085245;7430637;7462827;7467023;6228966;6234983;6267135","5553838;5585987;5592004;7049060;7081213;7087230;7430838;7462991;7469008;6230951;6235147;6267336","+;+;+;+;+;+;+;+;+;-;-;-",9412,"chr21",6228965,6267336,"NM_001322047",0,"-",6230751,6235145,0,3,"1986,165,202,","0,6017,38169,",38371,6266836,6267836,6229465,6266336,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102724843"
"6221","NM_001322047",98.1904441408689,-0.313400194127,0.257449193758499,-1.21732831846032,0.223479323978361,0.587090176078377,"NM_001322047",68054,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5553637;5585823;5590019;7048859;7081049;7085245;7430637;7462827;7467023;6228966;6234983;6267135","5553838;5585987;5592004;7049060;7081213;7087230;7430838;7462991;7469008;6230951;6235147;6267336","+;+;+;+;+;+;+;+;+;-;-;-",9412,"chr21",6228965,6267336,"NM_001322047",0,"-",6230751,6235145,0,3,"1986,165,202,","0,6017,38169,",38371,6266836,6267836,6229465,6266336,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102724843"
"6274","NM_001322975",31.9563345158231,-0.1058694417709,0.376044426733329,-0.281534399247931,0.778300547785123,0.930154651828528,"NM_001322975",68055,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5569204;5585823;5590019;7064426;7081049;7085245;7446204;7462827;7467023;6228966;6234983;6251722;7669397;7675414;7692153","5569252;5585987;5592004;7064474;7081213;7087230;7446252;7462991;7469008;6230951;6235147;6251770;7671382;7675578;7692201","+;+;+;+;+;+;+;+;+;-;-;-;-;-;-",11000,"chr21",7669396,7692201,"NM_001322975",0,"-",7671182,7692162,0,3,"1986,165,49,","0,6017,22756,",22805,7691701,7692701,7669896,7691201,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102723360"
"6275","NM_001322975",31.9563345158231,-0.1058694417709,0.376044426733329,-0.281534399247931,0.778300547785123,0.930154651828528,"NM_001322975",68055,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5569204;5585823;5590019;7064426;7081049;7085245;7446204;7462827;7467023;6228966;6234983;6251722;7669397;7675414;7692153","5569252;5585987;5592004;7064474;7081213;7087230;7446252;7462991;7469008;6230951;6235147;6251770;7671382;7675578;7692201","+;+;+;+;+;+;+;+;+;-;-;-;-;-;-",11000,"chr21",7669396,7692201,"NM_001322975",0,"-",7671182,7692162,0,3,"1986,165,49,","0,6017,22756,",22805,7691701,7692701,7669896,7691201,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102723360"
"6276","NM_001322975",31.9563345158231,-0.1058694417709,0.376044426733329,-0.281534399247931,0.778300547785123,0.930154651828528,"NM_001322975",68055,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5569204;5585823;5590019;7064426;7081049;7085245;7446204;7462827;7467023;6228966;6234983;6251722;7669397;7675414;7692153","5569252;5585987;5592004;7064474;7081213;7087230;7446252;7462991;7469008;6230951;6235147;6251770;7671382;7675578;7692201","+;+;+;+;+;+;+;+;+;-;-;-;-;-;-",11000,"chr21",7669396,7692201,"NM_001322975",0,"-",7671182,7692162,0,3,"1986,165,49,","0,6017,22756,",22805,7691701,7692701,7669896,7691201,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102723360"
"6277","NM_001322975",31.9563345158231,-0.1058694417709,0.376044426733329,-0.281534399247931,0.778300547785123,0.930154651828528,"NM_001322975",68055,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5569204;5585823;5590019;7064426;7081049;7085245;7446204;7462827;7467023;6228966;6234983;6251722;7669397;7675414;7692153","5569252;5585987;5592004;7064474;7081213;7087230;7446252;7462991;7469008;6230951;6235147;6251770;7671382;7675578;7692201","+;+;+;+;+;+;+;+;+;-;-;-;-;-;-",11000,"chr21",7669396,7692201,"NM_001322975",0,"-",7671182,7692162,0,3,"1986,165,49,","0,6017,22756,",22805,7691701,7692701,7669896,7691201,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102723360"
"6278","NM_001322975",31.9563345158231,-0.1058694417709,0.376044426733329,-0.281534399247931,0.778300547785123,0.930154651828528,"NM_001322975",68055,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","5569204;5585823;5590019;7064426;7081049;7085245;7446204;7462827;7467023;6228966;6234983;6251722;7669397;7675414;7692153","5569252;5585987;5592004;7064474;7081213;7087230;7446252;7462991;7469008;6230951;6235147;6251770;7671382;7675578;7692201","+;+;+;+;+;+;+;+;+;-;-;-;-;-;-",11000,"chr21",7669396,7692201,"NM_001322975",0,"-",7671182,7692162,0,3,"1986,165,49,","0,6017,22756,",22805,7691701,7692701,7669896,7691201,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"LOC102723360"
"6368","NM_001326412",1550.40701953415,-0.239706192766267,0.205042279119523,-1.16905739536058,0.242380507671882,0.608787245681744,"NM_001326412",69875,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","31618491;31620553;31620996;31621334;31621649;31648101;31650699;31662144","31619836;31620713;31621142;31621472;31621822;31648276;31650778;31662564","-;-;-;-;-;-;-;-",2644,"chr22",31618490,31662564,"NM_001326412",0,"-",31619611,31662208,0,8,"1346,161,147,139,174,176,80,421,","0,2062,2505,2843,3158,29610,32208,43653,",44074,31662064,31663064,31618990,31661564,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PISD"
"6445","NM_001330065",0.354054540390783,0,4.40746334313912,0,1,NA,"NM_001330065",68416,"chr21;chr21;chr21","7816677;7828642;7829517","7819672;7828752;7829632","-;-;-",3223,"chr21",7816676,7829632,"NM_001330065",0,"-",7819232,7819631,0,3,"2996,111,116,","0,11965,12840,",12956,7829132,7830132,7817176,7828632,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"KCNE1B"
"6575","NM_001331011",455.125182236543,-0.918162040551613,0.251820318908669,-3.64609990381521,0.00026625049922241,0.00499975742582126,"NM_001331011",68173,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","33642501;33718797;33721178;33722588;33735044;33750143;33751810;33755297;33761923;33765875;33767713;33772061;33774729;33774968;33781461;33781994;33794341;33797379;33799808;33810975;33813913;33818267;33819241;33829624;33834307;33836441;33836987","33642713;33718856;33721270;33722651;33735204;33750322;33751906;33755397;33761986;33766012;33767828;33772323;33774878;33775108;33781548;33782133;33794468;33797608;33799929;33811222;33814072;33818472;33819323;33829745;33834424;33836632;33838498","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",5190,"chr21",33642500,33838498,"NM_001331011",0,"+",33718828,33836988,0,27,"213,60,93,64,161,180,97,101,64,138,116,263,150,141,88,140,128,230,122,248,160,206,83,122,118,192,1512,","0,76296,78677,80087,92543,107642,109309,112796,119422,123374,125212,129560,132228,132467,138960,139493,151840,154878,157307,168474,171412,175766,176740,187123,191806,193940,194486,",195998,33642000,33643000,33643500,33837998,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ITSN1"
"6578","NM_001331025",448.738831780748,0.546159697663899,0.987936183711244,0.552828924245102,0.580380560490197,0.850965776153917,"NM_001331025",68238,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","38380036;38390995;38391659;38392376;38402557;38403506;38423410;38445404;38498363","38383923;38391042;38391715;38392444;38402637;38403709;38423561;38445621;38498477","-;-;-;-;-;-;-;-;-",4832,"chr21",38380035,38498477,"NM_001331025",0,"-",38383402,38498380,0,9,"3888,48,57,69,81,204,152,218,115,","0,10959,11623,12340,22521,23470,43374,65368,118327,",118442,38497977,38498977,38380535,38497477,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"ERG"
"6581","NM_001331066",2.56399755056701,1.34481526136742,1.51214887524558,0.889340516256382,0.373820102954654,NA,"NM_001331066",69523,"chr22;chr22;chr22;chr22","21632797;21633120;21634022;21634685","21632827;21633253;21634570;21635802","+;+;+;+",1832,"chr22",21632796,21635802,"NM_001331066",0,"+",21633181,21635644,0,4,"31,134,549,1118,","0,323,1225,1888,",3006,21632296,21633296,21633796,21635302,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CCDC116"
"6627","NM_001346223",2341.82038785296,-0.334231100296735,0.189940195023401,-1.75966493166735,0.0784646350767783,0.339791767154523,"NM_001346223",69986,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","37125843;37132384;37135328;37136228;37137587;37139117;37142434;37143521;37144085;37174958","37128848;37132468;37135442;37136393;37137735;37139222;37142512;37143635;37144205;37175056","-;-;-;-;-;-;-;-;-;-",4041,"chr22",37125842,37175056,"NM_001346223",0,"-",37128095,37144172,0,10,"3006,85,115,166,149,106,79,115,121,99,","0,6541,9485,10385,11744,13274,16591,17678,18242,49115,",49214,37174556,37175556,37126342,37174056,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"IL2RB"
"6650","NM_001346743",770.733834432268,-0.384867450720671,0.207879144342248,-1.85140001388034,0.0641120270952656,0.302123323395227,"NM_001346743",70088,"chr22;chr22;chr22;chr22;chr22;chr22","39130774;39134401;39138636;39141371;39149789;39152376","39134045;39134752;39138702;39141436;39149832;39152680","-;-;-;-;-;-",4106,"chr22",39130773,39152680,"NM_001346743",0,"-",39133890,39152444,0,6,"3272,352,67,66,44,305,","0,3627,7862,10597,19015,21602,",21907,39152180,39153180,39131273,39151680,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"CBX7"
"6656","NM_001346857",1046.51860535045,0.222754535636973,0.204883592306011,1.08722486329833,0.27693744522633,0.643833596170646,"NM_001346857",69686,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","26491240;26494139;26494797;26496073;26496721;26498869;26499104;26501900;26503666;26506303;26506775;26510064;26510617;26511119;26512099;26512394","26492368;26494304;26494939;26496316;26496889;26498975;26499631;26502052;26503793;26506459;26506928;26510281;26510702;26511153;26512175;26512506","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",3607,"chr22",26491239,26512506,"NM_001346857",0,"-",26492012,26510272,0,16,"1129,166,143,244,169,107,528,153,128,157,154,218,86,35,77,113,","0,2899,3557,4833,5481,7629,7864,10660,12426,15063,15535,18824,19377,19879,20859,21154,",21267,26512006,26513006,26491739,26511506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TFIP11"
"6714","NM_001348240",276.441392124275,-0.442317438067238,0.384167667489057,-1.15136560283235,0.249581858565394,0.615179577578189,"NM_001348240",68338,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","45643725;45735392;45755417;45849961;45896208;45899599;45900591;45900997;45909355;45910902;45913951;45917588;45929917;45930786;45935253;45940030;45941670","45643868;45735429;45755452;45850095;45896362;45899622;45900623;45901113;45909486;45911030;45914094;45917629;45929995;45930845;45935305;45940199;45942450","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2272,"chr21",45643724,45942450,"NM_001348240",0,"+",45850085,45941706,0,17,"144,38,36,135,155,24,33,117,132,129,144,42,79,60,53,170,781,","0,91667,111692,206236,252483,255874,256866,257272,265630,267177,270226,273863,286192,287061,291528,296305,297945,",298726,45643224,45644224,45644724,45941950,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"PCBP3"
"6798","NM_001349845",618.47954379285,-0.0923129894590572,0.203423194518505,-0.453797757318474,0.64997439793699,0.879525938728973,"NM_001349845",69546,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","21957025;21958492;21959132;21959587;21960321;21962429;21962747;21963923;21964161;21965285;21967603;21968619;21970210;21971877;21972612;21974357;21975640;21982414;21982730","21957595;21958693;21959232;21959736;21960449;21962602;21962893;21964028;21964315;21965375;21967716;21968775;21970406;21971951;21972718;21974488;21975807;21982449;21982787","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",2870,"chr22",21957024,21982787,"NM_001349845",0,"-",21957113,21975709,0,19,"571,202,101,150,129,174,147,106,155,91,114,157,197,75,107,132,168,36,58,","0,1467,2107,2562,3296,5404,5722,6898,7136,8260,10578,11594,13185,14852,15587,17332,18615,25389,25705,",25763,21982287,21983287,21957524,21981787,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TOP3B"
"6799","NM_001349853",274.570053872573,-0.0860829459047146,0.234589857337561,-0.366950842980592,0.713655685578225,0.904041737163478,"NM_001349853",70014,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","37830855;37832637;37832958;37833159;37833684;37838500;37840187;37848229","37832017;37832744;37833082;37833206;37833755;37838598;37840234;37849318","-;-;-;-;-;-;-;-",2753,"chr22",37830854,37849318,"NM_001349853",0,"-",37831942,37848361,0,8,"1163,108,125,48,72,99,48,1090,","0,1782,2103,2304,2829,7645,9332,17374,",18464,37848818,37849818,37831354,37848318,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ANKRD54"
"6800","NM_001349875",2.88638337885273,-2.13751067325423,1.40459598340595,-1.52179751224338,0.128059825036297,NA,"NM_001349875",69493,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","21015153;21015942;21017921;21022942;21023118;21023275;21023509;21025805;21026011;21026252;21026420","21015260;21016092;21018060;21023035;21023198;21023416;21023618;21025898;21026076;21026329;21028013","+;+;+;+;+;+;+;+;+;+;+",2658,"chr22",21015152,21028013,"NM_001349875",0,"+",21018050,21026617,0,11,"108,151,140,94,81,142,110,94,66,78,1594,","0,789,2768,7789,7965,8122,8356,10652,10858,11099,11267,",12861,21014652,21015652,21016152,21027513,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"P2RX6"
"6802","NM_001349905",1658.20483356019,-0.232993847062182,0.178569717401323,-1.30477804665247,0.191968436592258,0.546786068273099,"NM_001349905",69094,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","26443109;26457859;26458445;26463917;26465455;26466226;26468551;26470719;26472302;26472832;26476993;26479265;26481722;26483765","26444694;26457967;26458577;26464826;26465551;26466262;26468623;26470813;26472418;26472939;26477136;26479355;26482240;26483863","-;-;-;-;-;-;-;-;-;-;-;-;-;-",4118,"chr22",26443108,26483863,"NM_001349905",0,"-",26444681,26481762,0,14,"1586,109,133,910,97,37,73,95,117,108,144,91,519,99,","0,14750,15336,20808,22346,23117,25442,27610,29193,29723,33884,36156,38613,40656,",40755,26483363,26484363,26443608,26482863,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"HPS4"
"6810","NM_001350055",824.760886286689,0.205868986364871,0.232240353478237,0.886447954808866,0.375376187735109,0.725492825801885,"NM_001350055",70001,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","37639669;37641126;37641374;37642539;37642895;37643098;37643644;37644637;37644870;37645365;37646818;37647267;37647441;37648319;37650152;37650542;37653779;37655926","37639846;37641168;37641478;37642615;37643006;37643174;37643788;37644705;37644960;37645510;37646929;37647348;37647521;37648435;37650249;37650725;37653873;37656117","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",2004,"chr22",37639668,37656117,"NM_001350055",0,"+",37639787,37656059,0,18,"178,43,105,77,112,77,145,69,91,146,112,82,81,117,98,184,95,192,","0,1457,1705,2870,3226,3429,3975,4968,5201,5696,7149,7598,7772,8650,10483,10873,14110,16257,",16449,37639168,37640168,37640668,37655617,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"SH3BP1"
"6834","NM_001350317",5.52427285454115,-1.43349539730305,0.945939122678227,-1.51542035098877,0.12966598685774,0.450465087841383,"NM_001350317",70353,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","50018575;50030430;50031686;50033202;50034357;50041621;50045255;50045856;50047168;50049249;50050109;50055234;50056869;50058154","50018791;50030925;50032109;50033445;50034505;50041807;50045389;50045970;50047296;50049322;50050247;50055325;50056973;50058227","-;-;-;-;-;-;-;-;-;-;-;-;-;-",2580,"chr22",50018574,50058227,"NM_001350317",0,"-",50018783,50056935,0,14,"217,496,424,244,149,187,135,115,129,74,139,92,105,74,","0,11855,13111,14627,15782,23046,26680,27281,28593,30674,31534,36659,38294,39579,",39653,50057727,50058727,50019074,50057227,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"TTLL8"
"6835","NM_001350335",367.595121451577,0.572155983967651,0.196144866065493,2.91700718680349,0.0035340762970511,0.0396771828210204,"NM_001350335",68611,"chr21;chr21;chr21;chr21;chr21","32601669;32604125;32607649;32609838;32612105","32603292;32604283;32607716;32610005;32612871","-;-;-;-;-",2786,"chr21",32601668,32612871,"NM_001350335",0,"-",32603088,32612243,0,5,"1624,159,68,168,767,","0,2456,5980,8169,10436,",11203,32612371,32613371,32602168,32611871,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"CFAP298"
"6868","NM_001350812",0.119954448981699,0,4.40746334313912,0,1,NA,"NM_001350812",69698,"chr22;chr22;chr22","27221350;27224230;27224523","27221701;27224308;27224679","-;-;-",588,"chr22",27221349,27224679,"NM_001350812",0,"-",27221442,27224571,0,3,"352,79,157,","0,2880,3173,",3330,27224179,27225179,27221849,27223679,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"LINC01638"
"6909","NM_001351304",6.59182948513195,-0.342011361874872,0.803502631654879,-0.425650580845606,0.670362477476264,0.886669396483267,"NM_001351304",69065,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","21207973;21208589;21208784;21208999;21209359;21213065;21213725;21215925;21216475;21221866;21222078;21225391;21226105;21226300;21226594;21228760;21277792","21208284;21208702;21208896;21209126;21209546;21213201;21213874;21216097;21216667;21221946;21222214;21225561;21226181;21226386;21226665;21229138;21277862","-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-",2583,"chr22",21207972,21277862,"NM_001351304",0,"-",21208137,21225554,0,17,"312,114,113,128,188,137,150,173,193,81,137,171,77,87,72,379,71,","0,616,811,1026,1386,5092,5752,7952,8502,13893,14105,17418,18132,18327,18621,20787,69819,",69890,21277362,21278362,21208472,21276862,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"GGT2"
"6954","NM_001351644",2013.9711173749,0.0819790598489694,0.208217031728221,0.393719280159435,0.693788305257207,0.896708223465339,"NM_001351644",70387,"chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22;chr22","50343327;50372020;50393893;50406689;50414552;50416092;50418867;50419349;50422254;50423462;50431173;50432265;50434966;50436367;50437506;50437843;50438174;50438599;50439698;50439961;50440822;50443866;50444199","50343550;50372150;50394135;50406875;50414689;50416157;50418979;50419462;50422380;50423614;50431382;50432329;50435081;50436452;50437603;50437900;50438298;50438762;50439857;50440049;50441026;50444117;50445089","+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+",4015,"chr22",50343326,50445089,"NM_001351644",0,"+",50393908,50444247,0,23,"224,131,243,187,138,66,113,114,127,153,210,65,116,86,98,58,125,164,160,89,205,252,891,","0,28693,50566,63362,71225,72765,75540,76022,78927,80135,87846,88938,91639,93040,94179,94516,94847,95272,96371,96634,97495,100539,100872,",101763,50342826,50343826,50344326,50444589,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"PPP6R2"
"6996","NM_001352511",614.934903129053,0.723374400342144,0.221116295928338,3.27146580176336,0.00106991527619219,0.0157287664034938,"NM_001352511",68885,"chr21;chr21;chr21;chr21;chr21;chr21","45512565;45525817;45530770;45531389;45537771;45562742","45515152;45525958;45530971;45532148;45538008;45563025","-;-;-;-;-;-",4214,"chr21",45512564,45563025,"NM_001352511",0,"-",45514975,45537959,0,6,"2588,142,202,760,238,284,","0,13252,18205,18824,25206,50177,",50461,45562525,45563525,45513064,45562025,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"SLC19A1"
"6997","NM_001352596",142.063958683095,0.115041552542068,0.280745905819178,0.409771078250964,0.681973884023498,0.892812405156795,"NM_001352596",68098,"chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21;chr21","20998409;21280578;21284194;21286269;21292104;21324383;21335505;21338389;21373863;21410274;21418473;21432108","20998618;21280652;21284400;21286412;21292241;21324500;21335665;21338534;21374013;21410461;21418569;21432405","+;+;+;+;+;+;+;+;+;+;+;+",1933,"chr21",20998408,21432405,"NM_001352596",0,"+",20998563,21432313,0,12,"210,75,207,144,138,118,161,146,151,188,97,298,","0,282169,285785,287860,293695,325974,337096,339980,375454,411865,420064,433699,",433997,20997908,20998908,20999408,21431905,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"NCAM2"
